x,y,pci,
0,0,38.0,
1,0,38.0,
2,0,38.0,
3,0,38.0,
4,0,38.0,
5,0,38.0,
6,0,38.0,
7,0,38.0,
8,0,38.0,
9,0,38.0,
10,0,38.0,
11,0,38.0,
12,0,38.0,
13,0,38.0,
14,0,38.0,
15,0,38.0,
16,0,38.0,
17,0,38.0,
18,0,38.0,
19,0,38.0,
20,0,38.0,
21,0,38.0,
22,0,38.0,
23,0,38.0,
24,0,38.0,
25,0,38.0,
26,0,38.0,
27,0,38.0,
28,0,38.0,
29,0,38.0,
30,0,38.0,
31,0,38.0,
32,0,38.0,
33,0,38.0,
34,0,38.0,
35,0,38.0,
36,0,38.0,
37,0,38.0,
38,0,38.0,
39,0,39.0,
40,0,39.0,
41,0,39.0,
42,0,39.0,
43,0,39.0,
44,0,39.0,
45,0,39.0,
46,0,39.0,
47,0,39.0,
48,0,39.0,
49,0,39.0,
50,0,39.0,
51,0,39.0,
52,0,39.0,
53,0,39.0,
54,0,39.0,
55,0,39.0,
56,0,39.0,
57,0,39.0,
58,0,39.0,
59,0,39.0,
60,0,39.0,
61,0,39.0,
62,0,39.0,
63,0,39.0,
64,0,39.0,
65,0,39.0,
66,0,39.0,
67,0,39.0,
68,0,39.0,
69,0,39.0,
70,0,39.0,
71,0,39.0,
72,0,40.0,
73,0,40.0,
74,0,40.0,
75,0,40.0,
76,0,40.0,
77,0,40.0,
78,0,40.0,
79,0,40.0,
80,0,41.0,
81,0,41.0,
82,0,41.0,
83,0,41.0,
84,0,41.0,
85,0,41.0,
86,0,41.0,
87,0,41.0,
88,0,41.0,
89,0,41.0,
90,0,41.0,
91,0,41.0,
92,0,41.0,
93,0,41.0,
94,0,41.0,
95,0,41.0,
96,0,41.0,
97,0,41.0,
98,0,41.0,
99,0,41.0,
100,0,41.0,
101,0,41.0,
102,0,41.0,
103,0,41.0,
104,0,41.0,
0,1,38.0,
1,1,38.0,
2,1,38.0,
3,1,38.0,
4,1,38.0,
5,1,38.0,
6,1,38.0,
7,1,38.0,
8,1,38.0,
9,1,38.0,
10,1,38.0,
11,1,38.0,
12,1,38.0,
13,1,38.0,
14,1,38.0,
15,1,38.0,
16,1,38.0,
17,1,38.0,
18,1,38.0,
19,1,38.0,
20,1,38.0,
21,1,38.0,
22,1,38.0,
23,1,38.0,
24,1,38.0,
25,1,38.0,
26,1,38.0,
27,1,38.0,
28,1,38.0,
29,1,38.0,
30,1,38.0,
31,1,38.0,
32,1,38.0,
33,1,38.0,
34,1,38.0,
35,1,38.0,
36,1,38.0,
37,1,38.0,
38,1,38.0,
39,1,38.0,
40,1,38.0,
41,1,39.0,
42,1,39.0,
43,1,39.0,
44,1,39.0,
45,1,39.0,
46,1,39.0,
47,1,39.0,
48,1,39.0,
49,1,39.0,
50,1,39.0,
51,1,39.0,
52,1,39.0,
53,1,39.0,
54,1,39.0,
55,1,39.0,
56,1,39.0,
57,1,39.0,
58,1,39.0,
59,1,39.0,
60,1,39.0,
61,1,39.0,
62,1,39.0,
63,1,39.0,
64,1,39.0,
65,1,39.0,
66,1,39.0,
67,1,39.0,
68,1,39.0,
69,1,39.0,
70,1,39.0,
71,1,39.0,
72,1,40.0,
73,1,40.0,
74,1,40.0,
75,1,40.0,
76,1,40.0,
77,1,40.0,
78,1,40.0,
79,1,40.0,
80,1,41.0,
81,1,41.0,
82,1,41.0,
83,1,41.0,
84,1,41.0,
85,1,41.0,
86,1,41.0,
87,1,41.0,
88,1,41.0,
89,1,41.0,
90,1,41.0,
91,1,41.0,
92,1,41.0,
93,1,41.0,
94,1,41.0,
95,1,41.0,
96,1,41.0,
97,1,41.0,
98,1,41.0,
99,1,41.0,
100,1,41.0,
101,1,41.0,
102,1,41.0,
103,1,41.0,
104,1,39.0,
0,2,38.0,
1,2,38.0,
2,2,38.0,
3,2,38.0,
4,2,38.0,
5,2,38.0,
6,2,38.0,
7,2,38.0,
8,2,38.0,
9,2,38.0,
10,2,38.0,
11,2,38.0,
12,2,38.0,
13,2,38.0,
14,2,38.0,
15,2,38.0,
16,2,38.0,
17,2,38.0,
18,2,38.0,
19,2,38.0,
20,2,38.0,
21,2,38.0,
22,2,38.0,
23,2,38.0,
24,2,38.0,
25,2,38.0,
26,2,38.0,
27,2,38.0,
28,2,38.0,
29,2,38.0,
30,2,38.0,
31,2,38.0,
32,2,38.0,
33,2,38.0,
34,2,38.0,
35,2,38.0,
36,2,38.0,
37,2,38.0,
38,2,38.0,
39,2,38.0,
40,2,38.0,
41,2,38.0,
42,2,38.0,
43,2,39.0,
44,2,39.0,
45,2,39.0,
46,2,39.0,
47,2,39.0,
48,2,39.0,
49,2,39.0,
50,2,39.0,
51,2,39.0,
52,2,39.0,
53,2,39.0,
54,2,39.0,
55,2,39.0,
56,2,39.0,
57,2,39.0,
58,2,39.0,
59,2,39.0,
60,2,39.0,
61,2,39.0,
62,2,39.0,
63,2,39.0,
64,2,39.0,
65,2,39.0,
66,2,39.0,
67,2,39.0,
68,2,39.0,
69,2,39.0,
70,2,39.0,
71,2,39.0,
72,2,39.0,
73,2,40.0,
74,2,40.0,
75,2,40.0,
76,2,40.0,
77,2,40.0,
78,2,40.0,
79,2,40.0,
80,2,40.0,
81,2,41.0,
82,2,41.0,
83,2,41.0,
84,2,41.0,
85,2,41.0,
86,2,41.0,
87,2,41.0,
88,2,41.0,
89,2,41.0,
90,2,41.0,
91,2,41.0,
92,2,41.0,
93,2,41.0,
94,2,41.0,
95,2,41.0,
96,2,41.0,
97,2,41.0,
98,2,41.0,
99,2,41.0,
100,2,41.0,
101,2,41.0,
102,2,41.0,
103,2,39.0,
104,2,39.0,
0,3,38.0,
1,3,38.0,
2,3,38.0,
3,3,38.0,
4,3,38.0,
5,3,38.0,
6,3,38.0,
7,3,38.0,
8,3,38.0,
9,3,38.0,
10,3,38.0,
11,3,38.0,
12,3,38.0,
13,3,38.0,
14,3,38.0,
15,3,38.0,
16,3,38.0,
17,3,38.0,
18,3,38.0,
19,3,38.0,
20,3,38.0,
21,3,38.0,
22,3,38.0,
23,3,38.0,
24,3,38.0,
25,3,38.0,
26,3,38.0,
27,3,38.0,
28,3,38.0,
29,3,38.0,
30,3,38.0,
31,3,38.0,
32,3,38.0,
33,3,38.0,
34,3,38.0,
35,3,38.0,
36,3,38.0,
37,3,38.0,
38,3,38.0,
39,3,38.0,
40,3,38.0,
41,3,38.0,
42,3,38.0,
43,3,38.0,
44,3,38.0,
45,3,39.0,
46,3,39.0,
47,3,39.0,
48,3,39.0,
49,3,39.0,
50,3,39.0,
51,3,39.0,
52,3,39.0,
53,3,39.0,
54,3,39.0,
55,3,39.0,
56,3,39.0,
57,3,39.0,
58,3,39.0,
59,3,39.0,
60,3,39.0,
61,3,39.0,
62,3,39.0,
63,3,39.0,
64,3,39.0,
65,3,39.0,
66,3,39.0,
67,3,39.0,
68,3,39.0,
69,3,39.0,
70,3,39.0,
71,3,39.0,
72,3,40.0,
73,3,40.0,
74,3,40.0,
75,3,40.0,
76,3,40.0,
77,3,40.0,
78,3,40.0,
79,3,40.0,
80,3,40.0,
81,3,41.0,
82,3,41.0,
83,3,41.0,
84,3,41.0,
85,3,41.0,
86,3,41.0,
87,3,41.0,
88,3,41.0,
89,3,41.0,
90,3,41.0,
91,3,41.0,
92,3,41.0,
93,3,41.0,
94,3,41.0,
95,3,39.0,
96,3,41.0,
97,3,41.0,
98,3,41.0,
99,3,41.0,
100,3,41.0,
101,3,41.0,
102,3,41.0,
103,3,39.0,
104,3,42.0,
0,4,38.0,
1,4,38.0,
2,4,38.0,
3,4,38.0,
4,4,38.0,
5,4,38.0,
6,4,38.0,
7,4,38.0,
8,4,38.0,
9,4,38.0,
10,4,38.0,
11,4,38.0,
12,4,38.0,
13,4,38.0,
14,4,38.0,
15,4,38.0,
16,4,38.0,
17,4,38.0,
18,4,38.0,
19,4,38.0,
20,4,38.0,
21,4,38.0,
22,4,38.0,
23,4,38.0,
24,4,38.0,
25,4,38.0,
26,4,38.0,
27,4,38.0,
28,4,38.0,
29,4,38.0,
30,4,38.0,
31,4,38.0,
32,4,38.0,
33,4,38.0,
34,4,38.0,
35,4,38.0,
36,4,38.0,
37,4,38.0,
38,4,38.0,
39,4,38.0,
40,4,38.0,
41,4,38.0,
42,4,38.0,
43,4,38.0,
44,4,38.0,
45,4,38.0,
46,4,38.0,
47,4,39.0,
48,4,39.0,
49,4,39.0,
50,4,39.0,
51,4,39.0,
52,4,39.0,
53,4,39.0,
54,4,39.0,
55,4,39.0,
56,4,39.0,
57,4,39.0,
58,4,39.0,
59,4,39.0,
60,4,39.0,
61,4,39.0,
62,4,39.0,
63,4,39.0,
64,4,39.0,
65,4,39.0,
66,4,39.0,
67,4,39.0,
68,4,39.0,
69,4,39.0,
70,4,39.0,
71,4,39.0,
72,4,40.0,
73,4,40.0,
74,4,40.0,
75,4,40.0,
76,4,40.0,
77,4,40.0,
78,4,40.0,
79,4,40.0,
80,4,40.0,
81,4,41.0,
82,4,41.0,
83,4,41.0,
84,4,41.0,
85,4,41.0,
86,4,41.0,
87,4,41.0,
88,4,41.0,
89,4,41.0,
90,4,41.0,
91,4,41.0,
92,4,41.0,
93,4,41.0,
94,4,39.0,
95,4,39.0,
96,4,41.0,
97,4,41.0,
98,4,41.0,
99,4,41.0,
100,4,41.0,
101,4,41.0,
102,4,39.0,
103,4,39.0,
104,4,42.0,
0,5,38.0,
1,5,38.0,
2,5,38.0,
3,5,38.0,
4,5,38.0,
5,5,38.0,
6,5,38.0,
7,5,38.0,
8,5,38.0,
9,5,38.0,
10,5,38.0,
11,5,38.0,
12,5,38.0,
13,5,38.0,
14,5,38.0,
15,5,38.0,
16,5,38.0,
17,5,38.0,
